filename,actual_label,vreg,template1_pred,template2_pred,template1_correct,template2_correct
biz01.fake.txt,fake,0.548,fake,real,True,False
biz02.fake.txt,fake,0.467,fake,real,True,False
biz03.fake.txt,fake,0.5,fake,fake,True,True
biz04.fake.txt,fake,0.483,fake,fake,True,True
biz05.fake.txt,fake,0.56,fake,fake,True,True
biz06.fake.txt,fake,0.65,real,real,False,False
biz07.fake.txt,fake,0.521,fake,fake,True,True
biz08.fake.txt,fake,0.483,fake,fake,True,True
biz09.fake.txt,fake,0.45,fake,real,True,False
biz10.fake.txt,fake,0.438,fake,real,True,False
biz11.fake.txt,fake,0.567,real,real,False,False
biz12.fake.txt,fake,0.621,real,real,False,False
biz13.fake.txt,fake,0.516,fake,fake,True,True
biz14.fake.txt,fake,0.621,real,real,False,False
biz15.fake.txt,fake,0.583,real,real,False,False
biz16.fake.txt,fake,0.396,fake,fake,True,True
biz17.fake.txt,fake,0.383,real,real,False,False
biz18.fake.txt,fake,0.667,real,real,False,False
biz19.fake.txt,fake,0.222,fake,fake,True,True
biz20.fake.txt,fake,0.569,fake,fake,True,True
biz21.fake.txt,fake,0.5,fake,fake,True,True
biz22.fake.txt,fake,0.434,real,real,False,False
biz23.fake.txt,fake,0.514,real,fake,False,True
biz24.fake.txt,fake,0.438,fake,fake,True,True
biz25.fake.txt,fake,0.569,real,real,False,False
biz26.fake.txt,fake,0.517,real,fake,False,True
biz27.fake.txt,fake,0.302,real,fake,False,True
biz28.fake.txt,fake,0.483,real,fake,False,True
biz29.fake.txt,fake,0.433,fake,fake,True,True
biz30.fake.txt,fake,0.45,fake,fake,True,True
biz31.fake.txt,fake,0.422,real,fake,False,True
biz32.fake.txt,fake,0.483,fake,real,True,False
biz33.fake.txt,fake,0.483,fake,fake,True,True
biz34.fake.txt,fake,0.393,fake,fake,True,True
biz35.fake.txt,fake,0.438,fake,fake,True,True
biz36.fake.txt,fake,0.621,fake,fake,True,True
biz37.fake.txt,fake,0.333,real,real,False,False
biz38.fake.txt,fake,0.438,fake,fake,True,True
biz39.fake.txt,fake,0.567,fake,real,True,False
biz40.fake.txt,fake,0.424,fake,fake,True,True
edu01.fake.txt,fake,0.5,fake,fake,True,True
edu02.fake.txt,fake,0.722,fake,fake,True,True
edu03.fake.txt,fake,0.422,real,fake,False,True
edu04.fake.txt,fake,0.5,fake,fake,True,True
edu05.fake.txt,fake,0.421,fake,fake,True,True
edu06.fake.txt,fake,0.564,real,real,False,False
edu07.fake.txt,fake,0.621,real,real,False,False
edu08.fake.txt,fake,0.483,fake,fake,True,True
edu09.fake.txt,fake,0.481,real,real,False,False
edu10.fake.txt,fake,0.467,real,fake,False,True
edu11.fake.txt,fake,0.5,real,real,False,False
edu12.fake.txt,fake,0.516,fake,fake,True,True
edu13.fake.txt,fake,0.468,fake,fake,True,True
edu14.fake.txt,fake,0.604,real,real,False,False
edu15.fake.txt,fake,0.422,real,fake,False,True
edu16.fake.txt,fake,0.567,fake,fake,True,True
edu17.fake.txt,fake,0.567,fake,real,True,False
edu18.fake.txt,fake,0.567,real,real,False,False
edu19.fake.txt,fake,0.422,fake,fake,True,True
edu20.fake.txt,fake,0.467,fake,real,True,False
edu21.fake.txt,fake,0.467,real,real,False,False
edu22.fake.txt,fake,,ERROR,ERROR,,
edu23.fake.txt,fake,,ERROR,ERROR,,
edu24.fake.txt,fake,0.56,real,fake,False,True
edu25.fake.txt,fake,0.567,real,fake,False,True
edu26.fake.txt,fake,0.422,real,real,False,False
edu27.fake.txt,fake,,ERROR,ERROR,,
edu28.fake.txt,fake,,ERROR,ERROR,,
edu29.fake.txt,fake,0.683,real,real,False,False
edu30.fake.txt,fake,0.483,real,fake,False,True
edu31.fake.txt,fake,0.567,fake,fake,True,True
edu32.fake.txt,fake,,ERROR,ERROR,,
edu33.fake.txt,fake,0.567,fake,fake,True,True
edu34.fake.txt,fake,0.567,real,real,False,False
edu35.fake.txt,fake,0.367,fake,real,True,False
edu36.fake.txt,fake,0.567,real,real,False,False
edu37.fake.txt,fake,0.323,real,real,False,False
edu38.fake.txt,fake,0.567,fake,fake,True,True
edu39.fake.txt,fake,0.56,real,real,False,False
edu40.fake.txt,fake,0.667,fake,real,True,False
entmt01.fake.txt,fake,0.683,real,real,False,False
entmt02.fake.txt,fake,0.458,fake,real,True,False
entmt03.fake.txt,fake,0.563,fake,real,True,False
entmt04.fake.txt,fake,0.483,fake,fake,True,True
entmt05.fake.txt,fake,0.383,real,real,False,False
entmt06.fake.txt,fake,0.483,fake,fake,True,True
entmt07.fake.txt,fake,,ERROR,ERROR,,
entmt08.fake.txt,fake,0.467,fake,real,True,False
entmt09.fake.txt,fake,0.667,real,fake,False,True
entmt10.fake.txt,fake,0.583,fake,real,True,False
entmt11.fake.txt,fake,0.517,fake,real,True,False
entmt12.fake.txt,fake,0.481,real,real,False,False
